Name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,HSN Code,Secondary Name,Details,Invoice Details,Supplier Name,Supplier Part No,Supplier Price,Supplier 2 Name,Supplier 2 Part No,Supplier 2 Price,Supplier 3 Name,Supplier 3 Part No,Supplier 3 Price,Supplier 4 Name,Supplier 4 Part No,Supplier 4 Price,Supplier 5 Name,Supplier 5 Part No,Supplier 5 Price
L-ឈុតមានជើង,6931931196569,code128,,Cloth,pcs,pcs,pcs,2.32,4,,,,6931931196569.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-ឈុតមានជើង,6931931196576,code128,,Cloth,pcs,pcs,pcs,2.32,4,,,,6931931196576.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-ឈុតមានជើង,6931931196583,code128,,Cloth,pcs,pcs,pcs,2.32,4,,,,6931931196583.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XS-ឈុតមានជើង,6931931196590,code128,,Cloth,pcs,pcs,pcs,2.32,4,,,,6931931196590.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XL-អាវការ៉ូហោប៉ាវ2,6931931198044,code128,,Cloth,pcs,pcs,pcs,2.1,3.5,,,,6931931198044.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XL-អាវការ៉ូហោប៉ាវ2,6931931198051,code128,,Cloth,pcs,pcs,pcs,2.1,3.5,,,,6931931198051.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-អាវការ៉ូហោប៉ាវ2,6931931198068,code128,,Cloth,pcs,pcs,pcs,2.1,3.5,,,,6931931198068.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-អាវការ៉ូហោប៉ាវ2,6931931198075,code128,,Cloth,pcs,pcs,pcs,2.1,3.5,,,,6931931198075.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-អាវការ៉ូហោប៉ាវ2,6931931198082,code128,,Cloth,pcs,pcs,pcs,2.1,3.5,,,,6931931198082.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XS-អាវការ៉ូហោប៉ាវ2,6931931198099,code128,,Cloth,pcs,pcs,pcs,2.1,3.5,,,,6931931198099.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XL-អាវការ៉ូហោប៉ាវ2,6931931198105,code128,,Cloth,pcs,pcs,pcs,2.1,3.5,,,,6931931198105.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XL-អាវការ៉ូហោប៉ាវ2,6931931198112,code128,,Cloth,pcs,pcs,pcs,2.1,3.5,,,,6931931198112.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-អាវការ៉ូហោប៉ាវ2,6931931198129,code128,,Cloth,pcs,pcs,pcs,2.1,3.5,,,,6931931198129.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-អាវការ៉ូហោប៉ាវ2,6931931198136,code128,,Cloth,pcs,pcs,pcs,2.1,3.5,,,,6931931198136.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XS-អាវការ៉ូហោប៉ាវ2,6931931198150,code128,,Cloth,pcs,pcs,pcs,2.1,3.5,,,,6931931198150.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XL-លឿងអាវមានហោប៉ៅខ្នង,6931931198723,code128,,Cloth,pcs,pcs,pcs,1.78,3,,,,6931931198723.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XL-លឿងអាវមានហោប៉ៅខ្នង,6931931198730,code128,,Cloth,pcs,pcs,pcs,1.78,3,,,,6931931198730.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-លឿងអាវមានហោប៉ៅខ្នង,6931931198747,code128,,Cloth,pcs,pcs,pcs,1.78,3,,,,6931931198747.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-លឿងអាវមានហោប៉ៅខ្នង,6931931198754,code128,,Cloth,pcs,pcs,pcs,1.78,3,,,,6931931198754.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-លឿងអាវមានហោប៉ៅខ្នង,6931931198761,code128,,Cloth,pcs,pcs,pcs,1.78,3,,,,6931931198761.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XS-លឿងអាវមានហោប៉ៅខ្នង,6931931198778,code128,,Cloth,pcs,pcs,pcs,1.78,3,,,,6931931198778.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XL-ស្វាយអាវមានហោប៉ៅខ្នង,6931931198785,code128,,Cloth,pcs,pcs,pcs,1.78,3,,,,6931931198785.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XL-ស្វាយអាវមានហោប៉ៅខ្នង,6931931198792,code128,,Cloth,pcs,pcs,pcs,1.78,3,,,,6931931198792.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-ស្វាយអាវមានហោប៉ៅខ្នង,6931931198808,code128,,Cloth,pcs,pcs,pcs,1.78,3,,,,6931931198808.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-ស្វាយអាវមានហោប៉ៅខ្នង,6931931198815,code128,,Cloth,pcs,pcs,pcs,1.78,3,,,,6931931198815.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-ស្វាយអាវមានហោប៉ៅខ្នង,6931931198822,code128,,Cloth,pcs,pcs,pcs,1.78,3,,,,6931931198822.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XS-ស្វាយអាវមានហោប៉ៅខ្នង,6931931198839,code128,,Cloth,pcs,pcs,pcs,1.78,3,,,,6931931198839.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
2XL-រ៉ូបអៀមផ្កាផ្ទៃមេឃ,6931931198846,code128,,Cloth,pcs,pcs,pcs,2.5,4,,,,6931931198846.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
XL-រ៉ូបអៀមផ្កាផ្ទៃមេឃ,6931931198853,code128,,Cloth,pcs,pcs,pcs,2.5,4,,,,6931931198853.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-រ៉ូបអៀមផ្កាផ្ទៃមេឃ,6931931198860,code128,,Cloth,pcs,pcs,pcs,2.5,4,,,,6931931198860.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-រ៉ូបអៀមផ្កាផ្ទៃមេឃ,6931931198877,code128,,Cloth,pcs,pcs,pcs,2.5,4,,,,6931931198877.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
S-រ៉ូបអៀមផ្កាផ្ទៃមេឃ,6931931198884,code128,,Cloth,pcs,pcs,pcs,2.5,4,,,,6931931198884.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,
